,class,sms
1790,ham,takin shower yeah 'll leave 'm done
1791,ham,working eye philosophy text u later bit free chat ...
1792,ham,u havent lost ill always b 4u.i didnt intend 2 hurt u never knew u felt Iwas+marineandthats itried2tell urmom.i careabout u
1793,spam,"win : winner ! Mr. T. foley ipod ! exciting prize soon , keep eye ur mobile visit URL-URL"
1794,ham,bad girl . still remember
1795,ham,much gave . morning .
1796,ham,"hope alright babe ? worry might felt bit desparate learned job wa fake ? waiting come back , love"
1797,ham,"hey , tell blake 's address ? carlos wanted meet got lost 's answering phone"
1798,ham,get opinion something first ?
1799,ham,one week leave put know time . .
1800,ham,"hit , move emoticon"
1801,ham,excellent . spent number year air force . iraq afghanistan . stable honest . like traveling ?
1802,ham,wan na watch movie
1803,ham,ok lor thanx ... u school ?
1804,ham,'m class . get text .
1805,ham,bus leaf number
1806,ham,god url good sleep dear ... pray !
1807,spam,today voda number ending 1225 selected receive £50award . match please call 08712300220 quoting claim code 3100 standard rate app
1808,ham,nice day today . love dearly .
1809,ham,aiyo bit pai seh u noe ... scared dun rem die ... hee ... become better lookin oredi leh ...
1810,ham,"aight , 'll ask roommate"
1811,ham,", whats house ? beer ?"
1812,ham,u wan 2 meet n combine part ? 's da rest da project going ?
1813,ham,`` getting ticket 4 walsall tue 6 th march . mate getting sat . ill pay treat . want 2 go . txt bak .Terry ''
1814,ham,yes chatting .
1815,ham,hi jess dont know work call u im home eve . xxx
1816,ham,sian ... aft meeting supervisor got work 2 liao ... u working ?
1817,ham,going write ccna exam week ? ?
1818,ham,well watch shrek 3d ! ! b )
1819,ham,much dirty fellow ?
1820,ham,dunno dat 's wat told . ok lor ...
1821,ham,'ll probably tomorrow ( even later tonight something 's going )
1822,ham,could n't say dying man feel sad go wanted know would probably gone late night
1823,ham,'re thinking lifting one .
1824,ham,u ... dun wan ... u dun like already ah ... wat u ? still eating ?
1825,ham,sent ur email id soon
1827,ham,"dude . 's . teresa . hope okay . didnt hear people , called received package since dec number . thot you'ld like know . fantastic year best reading . plus really really bam first aid usmle , work done ."
1828,ham,hey gorgeous man . work mobile number . good one babe . squishy mwahs .
1830,spam,"hottest pic straight phone ! ! see getting wet wanting , xx text pic 89555 ! txt cost 150p textoperator g696ga 18 xxx"
1831,ham,'s way stay oh .
1832,ham,Hello- thanx taking call . got job ! start monday !
1833,ham,time ur flight tmr ?
1834,ham,come ?
1835,ham,rather prominent bite mark right cheek
1836,ham,* september !
1837,ham,wet right ?
1838,ham,'s husband .
1839,spam,"hack chat . get backdoor entry 121 chat room fraction cost . reply neo69 call 09050280520 , subscribe 25p pm . dp , bcm box 8027 ldn , wc1n3xx"
1840,ham,norm tomorrow ? finish 4.15 co st test . need sort library stuff point tomo - got letter today - access til end march better get move !
1841,ham,yeah . got list u joanna 'm feeling really anti social
1842,ham,office na .
1843,ham,`` comingdown later ? ''
1844,ham,super daemoticongood replacement murali
1845,ham,da good good url unsold .
1846,ham,hi . || u want | join sts later ? || meeting five . || call u class .
1847,ham,engalnd ! telly ha decided wo n't let watch mia elliot kissing ! damn !
1848,spam,"free nokia motorola upto 12mths 1/2price linerental , 500 free x-net minsand100txt/mth free B'tooth * . call mobileupd8 08001950382 call 2optoutemoticon3wv"
1849,ham,dont want hear philosophy . say happen
1850,ham,got job wiproemoticonyou get every thing life 2 3 year .
1851,ham,cant get da laptop ? matric card wif u lei ...
1852,ham,dunno da next show aft 6 850 . toa payoh got 650 .
1853,spam,"2nd time tried 2 contact u. u 750 pound prize . 2 claim easy , call 08718726970 ! 10p per min . BT-national-rate"
1854,ham,made payment dont much . sorry . would want fedex way .
1855,ham,did't play one day last year know even though good team .. like india .
1856,ham,K.EMOTICONyou girl waiting reception ah ?
1857,ham,"say slowly. ? god , love need , clean heart url ten special people u c miracle tomorrow , , pls , pls ..."
1858,ham,hate doe . turn fun shopping trip annoying day everything would look house .
1859,ham,"sir , waiting call ."
1860,ham,'s . want come online ?
1861,ham,"could work , 'll reach consensus next meeting"
1862,ham,aiyah wait lor . u entertain . hee ...
1863,ham,"last thing ever wanted wa hurt . n't think would . 'd laugh , embarassed , delete tag keep going . far knew , wa n't even . fact even felt like would hurt show really n't know . wa messy wednesday , wa n't bad . problem time clean , choose . skype , take picture , sleep , want go . n't mind thing , n't make bed , throw laundry top , ca n't friend house 'm embarassed 's underwear bra strewn bed , pillow floor , 's something else . used good least making bed ."
1864,ham,'ll let know kick
1865,ham,call ok said call
1866,ham,call number available appointment . ask connect call waheed fathima .
1867,ham,u go buy wif meet u later ?
1868,ham,mmmm ... fuck ... fair ! know weakness ! * grin * * push knee 's * * expose belly pull head * n't forget ... know * wicked smile *
1869,ham,today system sh get url well also deep well
1870,ham,mom want know
1871,ham,"aight , 'll text 'm back"
1872,ham,dont know support srt thnk . think ps3 play usb
1873,ham,oh ok didnt know meant . yep baby jontin
1874,spam,guaranteed £1000 cash £2000 url claim yr prize call customer service representative
1875,spam,would like see xxx pic hot nearly banned uk !
1878,ham,pen thing beyond joke . wont biro ? n't master ca n't ever !
1879,ham,party alex nichols
1880,spam,u secret admirer looking 2 make contact U-find r * reveal think ur special-call 09058094594
1881,ham,seeing missed call dear brother . gr8 day .
1882,ham,ok .. u finishing soon ?
1883,ham,"sorry , ca n't help ."
1884,ham,"come , slave . ... going shell unconsciously avoiding ... making unhappy emoticon"
1885,ham,love ! enjoy doggy style ? emoticon
1886,ham,think asking gym excuse lazy people . jog .
1887,spam,dear 0776xxxxxxx u 've invited xchat . final attempt contact u ! txt chat 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL ldn 18yrs
1888,spam,urgent ! please call 09061743811 landline . abta complimentary 4 * tenerife holiday £5000 cash await collection sae tandcs box 326 cw25wx 150ppm
1889,ham,. way home . long dry spell season would
1890,ham,got ta collect da car 6 lei .
1891,ham,ok knackered . came home went sleep ! good full time work lark .
1892,ham,probably earlier station 's think
1893,spam,call 09090900040 listen extreme dirty live chat going office right total privacy one know [ sic ] listening 60p min 24/7MP 0870753331018+
1895,spam,"freemsg hey u , got 1 video/pic fones , reply wild txt ill send u pic , hurry im bored work xxx ( 18 150p/rcvd stop2stop )"
1896,ham,"uh , head n't much left"
1897,ham,tot u outside co darren say u come shopping . course nice wat . jus went sim lim look mp3 player .
1898,ham,"aight , sound good . want come ?"
1899,ham,wat would u like 4 ur birthday ?
1900,ham,love working home emoticon
1901,ham,miss vday parachute double coin ? ? ? u must know well ...
1903,ham,sister got placed birla soft daemoticon
1904,spam,free entry 2 weekly comp chance win ipod . txt pod 80182 get entry ( std txt rate ) tandc 's apply 08452810073 detail 18+
1905,ham,wah ... okie okie ... muz make use e unlimited ... haha ...
1906,ham,"'re people mu , 'm table lambda"
1907,ham,stop old man . get build snowman snow angel snowball fight .
1908,ham,ello babe u ok ?
1909,ham,hello beautiful r u ok ? 've kinda ad row wiv walked pub ? ? wanted night wiv u miss u
1910,ham,u going ikea str aft dat ?
1911,ham,becoz number jan whn al post ofice holiday cn go fr post ofice ... got duffer
1912,ham,lol grr mom taking forever prescription . pharmacy like 2 minute away . ugh .
1913,ham,real tho suck . ca n't even cook whole electricity . 'm hungry .
1914,ham,want go ?
1915,spam,new textbuddy chat 2 horny guy ur area 4 25p free 2 receive search postcode url . txt one name 89693 . 08715500022 rpl stop 2 cnl
1916,ham,time month mid time ?
1917,ham,fffff . text kadeem far gone
1918,ham,leaving yet . ok lor go elsewhere n eat . u thk ...
1919,ham,fujitsu series lifebook good ?
1920,ham,yar wanted 2 scold u yest late already ... got zhong se qing ? u ask b4 ask 'll go w u lor . n u still act real .
1921,ham,dont know bring food
1922,ham,current food . alone also
1923,ham,'ll sch fr 4-6 ... dun haf da book sch ... 's home ...
1924,ham,hello . going village pub 8 either come accordingly . ok ?
1925,ham,ok
1926,ham,call like number time oh . give u hypertension oh .
1927,ham,"dont give monkey wot think certainly n't mind . friend mineandall ! n't sleep wiv , wud annoyin !"
1928,ham,omg could snow tonite !
1929,spam,call 08702490080 - tell u 2 call 09066358152 claim £5000 prize . u 2 enter ur mobile personal detail @ prompt . careful !
1930,spam,free 1st week entry 2 textpod 4 chance 2 win 40gb ipod £250 cash every wk . txt vpod 81303 tsandcs url custcare 08712405020 .
1931,ham,carry disturbing
1932,ham,pa tell .. went bathemoticon
1933,ham,jus finished avatar nigro
1934,ham,r u scratching ?
1935,ham,hope great day .
1936,ham,either idea 's ? know anyplaces something ?
1937,ham,"planning usually stop `` find hella weed , smoke hella weed ''"
1938,ham,"fact 're cleaning show know 'm upset . priority constantly `` want , '' `` need . ''"
1939,ham,excellent ! ready moan scream ecstasy ?
1940,spam,people dogging area . call 09090204448 join like minded guy . arrange 1 . 's 1 evening . A£1.50 minapn ls278bb
1941,ham,dude avatar 3d wa imp . one point thought actually fly room almost tried hittng one reflex
1942,spam,"well done ! 4 * costa del sol holiday £5000 await collection . call 09050090044 toclaim . sae , tc , pobox334 , stockport , sk38xh , Cost£1.50/pm , max10mins"
1943,ham,k ... kemoticonwhy cant come search jobemoticon
1944,ham,got lousy sleep . kept waking every 2 hour see cat wanted come . worry cold emoticon
1945,ham,"yeah , 'll leave couple minute let know get mu"
1946,ham,u call 10:10 make sure dat 've woken ...
1947,ham,hey go jazz power yoga hip hop kb yogasana
1948,ham,battery mr adewale uncle . aka egbon
1950,ham,wait 2 min .. stand bus stop
1951,ham,oh ic . thought meant mary jane .
1952,ham,haha ... really oh ... ? deduct lesson tmr ?
1953,ham,nah im goin 2 wrks j wot bout u ?
1954,ham,eat shit wait ur monkey face bitch .......... u asshole ..................
1955,ham,good night . going sleep .
1956,ham,"aight 'll grab something eat , text 're back mu"
1958,ham,take something pain . move however side next 6hrs see doctor .
1959,ham,"lol ... oh babe , wont sliding place midnight , thanks invite"
1960,ham,howz person story
1961,spam,guess ! somebody know secretly fancy ! wan na find ? give u call 09065394973 landline datebox1282essexcm61xn 150p/min 18
1962,ham,lol would awesome payback .
1963,spam,80488 . 500 free text message valid 31 december 2005 .
1965,ham,"honeybee said : * 'm sweetest world * god laughed said : * wait , u havnt met person reading msg * moral : even god crack joke ! GM+GN+GE+GNEMOTICON"
1966,ham,thanks . wa tescos quite nice . gone . speak soon
1967,ham,'s feathery bowa ? something guy n't know ?
1968,ham,even cant close eye vava playing umma emoticon
1969,ham,2 laptop ... noe infra slow lar ... wan fast one
1970,spam,guaranteed £200 award even £1000 cashto claim ur award call free 08000407165 ( 18emoticon 2 stop getstop 88222 php
1971,ham,nvm 's ok ...
1972,ham,enjoy ur life . . good night
1973,ham,yes meet town co go gep home . could text bus stop . n't worry 'll finished march ... ish !
1975,ham,thats cool . cum ? ? emoticon
1976,ham,delhi chennai still silent .
1977,ham,lol alright wa thinkin haha
1978,spam,reply win £100 weekly ! 2006 fifa world cup held ? send stop 87239 end service
1979,ham,'m boat . still mom . check yo . 'm half naked .
1980,ham,shhhhh nobody supposed know !
1982,ham,"sorry , 'll call later meeting thing related trade please call arul . number"
1983,ham,hey late ... 'm amk . need drink tea coffee
1985,spam,urgent ! please call 09061743810 landline . abta complimentary 4 * tenerife holiday 5000 cash await collection sae tandcs box 326 cw25wx 150 ppm
1986,ham,length e e top shorter n got fringe . thk 'm going liao . lazy . dun wan 2 distract u also .
1987,ham,.. antha num corrct dane
1990,ham,basket 's gettin full might tonight
1991,ham,hi darlin ive got back really nice night thanks much lift see u tomorrow xxx
1992,ham,valentine huh ? proof fb page . ugh 'm glad really N'T watch rupaul show tool !
1993,spam,free tone hope enjoyed new content . text stop 61610 unsubscribe . help:08712400602450p provided url
1994,ham,eh den sat u book e kb liao huh ...
1995,ham,practising curtsey ?
1997,ham,lol boo wa hoping laugh
1998,ham,"`` yeh def up4 something sat , got payed2day havbeen given A£50 pay rise 4my work havebeen made PRESCHOOLCO-ORDINATOR 2i feelingood luv ''"
1999,ham,"well , leave class babe ... never came back ... emoticon ... hope nice sleep , love"
2000,ham,lmao 's fish memory need ?
2001,ham,'ll b going 2 sch mon . si need 2 take smth .
2002,ham,idea soon get converted liveemoticon
2003,spam,themob > yo yo yo-Here come new selection hot downloads member get free ! click open next link sent ur fone ...
2004,ham,.... ... india going draw series many year south african soil ..
2005,ham,"goodmorning , today late decimal min ."
2006,ham,ca n't take major role community outreach . rock mel
